,X,Y,Block,Class,Coordinates,Description,Plate,Site,Stratum,Year,Chapter
205,,,, XXXIX. Sickles (nos. 203äóî7),,"205. Similar, broken at both ends. Plain inner edge. Length 6 in. Early medieval. Dh. äó»16äóî768; mon. court A; 14 ft. below surface. Cf. p. 278 supra.",,Dh,,1916,27
,,,,,,,,,,,
208,,,, XL. (Nos. 208äóî21),,"208. Iron needle. Length 4-37 in. Date uncertain. Dh. äó»12äóî19; B4; 7 ft. below surface. Cf. p. 249 supra. (Pl. 170, a.)",170-a,Dh,,1912,27
,,,,,,,,,,,
221,,,T9, XL. (Nos. 208äóî21),,"221. Similar but broader in middle and pointed at both ends. Length 7 in. Date uncertain. Dh. äó»14äóî984; B27; 3 ft. below surface. (Pl. 170, m.) Below is a report (T9073 of 1 I July 1938) on the analyses and tests of specimens of these ingots (no. 217) carried out in the Had¥åÅeld Research Dept. at Sheffield.",170-m,Dh,,1914,27
,,,,,,,,,,,
11,,,, XL. (Nos. 208äóî21),,"1 I. Phosphorus contents as low as 0-015 % were found in chippings from the iron beams at Konarak, and as high as 028% in the fragment from the iron pillar or beam at Dhar.",,Dh,,,27
,,,,,,,,,,,
1,,,S, I. Ear-pendants and earäóîrings (nos. 1äóî53),,"1. Gold ear-pendant of äóÖamphoraäó» type. Height 1-7 in. It consists of two separate pieces, the upper one attached to the lower by means of a hook which passes through a hole in the MT 79   Amphora type STRATIGRAPHICAL CHART OF GOLD AND SILVER JEWELLERY Bhir Mound strata Sirkap strata IV III IIIäóîII Other sites Class 5th to 6th 4th II I 912; VIäóîV EIVI Late 1 (Dh.=Dharmar5jika Class century century Maurya Surface Greek Greek Saiy Saka- Surface In. = Jaulii¥åÅ) B.C. B.C. a a Parthian ' I. Earäóîpendants and ear- äóî 52 I äóî äóî äóî 4.6 2äóî30, 3 3äóî 31 , 32 47 from Dh. I rings (nos. 1äóî53) 4.5, 48- ' äó» 5 I y 5 3 II. Necklaces (nos. 54äóî74) äóîäóî 54., 55 äóî 71, 72 -äóî äóî 69 56-68, 70, (60) 73 from Dh. II 7 III. Girdles, breast-chains äóî- äóî- äóî-äóî äóîäóî -äóî äóî äóî 7 5&9 äóî äóî III and belts (nos. 75äóî9) IV. Amulets and pendants 81 87 äóî 80, 82, 83, äóî- äóî-äóî äóîäóî 84,11, b,85, äóîäóîäóî 95, aäóîd from Jn. IV (nos. 80äóî95) 86, 88, aäóîd, 89äóî- aäóîc 94, aäóîc V. Brooches (nos. 96äóî9) -äóîäóî äóî äóî- äóî- äóî -- äóî 96äóî9 (97, 99) äóî V VI. Hair-pins (nos. 100, 101) äóî äóî äóîäóî äóîäóî äóî- äóî äóîäóî 100, 101 äóî äóî VI VII. Bangles and bracelets äóî- äóî äóîäóî 133äóî6 äóî äóî -äóî 102äóî32, äóî äóî VII (nos. 102äóî43) 137, 138, 140äóî3 VIII. Torques (nos. 144äóî7) äóî äóî äóî äóî äóî- äóîäóî 144. I45, 146 14.7 äóî VIII IX. Anklets (nos. 148äóî6 5) äóî äóî- ~äóî äóî äóÖ äóîäóî äóî äóî 148äóî6 5 äóî äóîäóî IX X. Miscellaneous (nos. 166äóî äóîäóî 199, 200 äóî I66, 204.äóî äóîäóî äóîäóî 178, 203 167, 168, äóîäóî 169 from Giri X 219) 10 170-7, 201, 202 from In. 179äóî98, 2 1 1äóî1 3 , 215äóî19                                   Note. Nos. 90, I 39 and 214, which were found in spoil earth in or near Sirkap, are not included in the above chart or in the Table on p. 623. 229 of 'HO] CH. 30] GOLD AND SILVER JEWELLERY 623 TABLE SHOWING DISTRIBUTION OF JEWELLERY IN SIRKAP     Block Strata VIäóîV Stratum IV Strata IIIäóîII Stratum I Greek Early Saka Saka-Parthian Surface EAST SIDE OF MAIN STREET I äóî äóÖ äóî äóî äóî A _ __ _ _ B äóî _ 13äó» I4) 58) 667 I02) I03: äóî 122äóî4, 167, 168 C ._ _ _ _ D äóî äóî- 3-6, 15äóî24, 48äóî51, 62, 67, äóî",,Dh,,,30
,,,,,,,,,,,
47,58,47,, I. Ear-pendants and earäóîrings (nos. 1äóî53),"58,47","47. Single ear-ring of solid gold with pedestal base supporting pendant of two pearls. Height 0-95 in. This appears to be a later development of the ear-rings described above (nos. 31äóî41). Fifth century A.D. Dh. äó»14äóî892, between P10 and P7. See vol. I, p. 268 and no. 73 infra. Cf. A.S.R. (1914), P1. X11, 1. (Pl. 191,f.) 48äóî51. Two pairs of hollow gold ear-rings of heart-shape type. Diam. 0-87 in. At the top is a clasp working on a pivot hinge; at the base, a cluster of four granules. First century A.D. Sk. äó»26äóî4,081/7; sq. 58-47äó»; stratum III. Cf. p. 156, no. 4 supra; A.S.R. (1926), p. 113, no. 1 and P1. XXVI, 3. For other objects from same hoard, see nos. 3, 4 supra. (Pl. 191, g.)","191,f, 191-g",Dh,3,1914,30
,,,,,,,,,,,
73,,,, II. Necklaces (nos. 54äóî74),,"73. Four spherical beads of gold, two plain and two ¥å‰uted. Diam. 04 and 0-48 in. Fifth century A.D. Dh. äó»14äóî892. Found With the ear-ring no. 47 ((1.7).). Cf. p. 268 supra; A.S.R. (1914), P1. XII, 2äóî5.",,Dh,,1914,30
,,,,,,,,,,,
22,,,, III. Copper and bronze ¥åÅnger-rings (nos. 19äóî56),,"22. Copper ¥åÅngeräóîring composed of thin band of metal with incised herring-bone pattern on outside. Diam. 0-75 in. Probably ¥åÅfth century A.D. Dh. äó»15äóî1,058; mon. court A. Cf. pp. 278, 294 supra. (Pl. 197, no. 22.)",197-22,Dh,,1915,31
,,,,,,,,,,,
23,,,, III. Copper and bronze ¥åÅnger-rings (nos. 19äóî56),,"23. Copper ¥åÅnger-ring, ¥å‰at Within, rounded and gadrooned without. Diam. I in. Probably ¥åÅfth century A.D. Dh. äó»16äóî66; mon. court A; 5 ft. below surface. Cf. pp. 278, 294 supra. (Pl. 197, no. 23.)",197-23,Dh,,1916,31
,,,,,,,,,,,
38,74,180,E, III. Copper and bronze ¥åÅnger-rings (nos. 19äóî56),"74,180","38. Bronze ¥åÅnger-ring with projecting oval bezel containing jacinth. Hoop composed of ¥å‰at band of metal with protruding knob on each side of bezel. Diam. 0-7 5 in. Date uncertain. Dh. äó»22äóî35äóîE3; 4 ft. below surface. Cf. p. 294 supra. (Pl. 198, no. 38.) 39. Bronze ¥åÅnger-ring similar to no. 37. Stone of bezel missing. Diam. 0-87 in. First century A.D. Sk. äó»16äóî481; Block Eäó»; sq. 74-180'; stratum II. Cf. p. 185 supra.",198-38,Dh,2,1922,31
,,,,,,,,,,,
52,,,, III. Copper and bronze ¥åÅnger-rings (nos. 19äóî56),,"52. Copper ¥åÅngeräóîring with raised oval bezel. Engraved on the bezel is a dancing ¥åÅgure (P Siva) wearing aäó»hoti and turban (?) and holding snake or bow in left hand (as seen in impres- sion) and lion skin (P) in right. Diam. 0-87 in. Probably early medieval. Dh. äó»16äóî221; north- east of F; 3 ft. 6 in. below surface. Cf. p. 294 supra. (Pl. 198, no. 52.) Type f. With inscriptions engraved on bezels.",198-52,Dh,,1916,31
,,,,,,,,,,,
54,,,, III. Copper and bronze ¥åÅnger-rings (nos. 19äóî56),,"54. Copper ¥åÅnger-ring with ¥å‰at oval bezel. Diam. 0-87 in. The hoop is ¥å‰at within, rounded without, and expanding towards the bezel. On the bezel is engraved a maned lion asleep. To left is a swastika, and above and below, a Kharoshthi inscription: Mahajhanaputrasa )äóÖhana- priyasa= äóÖ Of Dhyanapriya, the son of Mahadhyanaäó». Cf. C.I.I. II, pt. I, p. 100 (3), and Pl. XX, 3. First century AD. The engraving of the lion is well executed. Sk. äó»20äóî18; spoil earth; from south-west of palace. (Pl. 198, no. 54 and P1. 207, no. 36.)",198-54 and 207-36,Dh,,1920,31
,,,,,,,,,,,
61,,,," VI. Stone ¥åÅnger-rings (nos. 60, 61)",,"61. Finger-ring of onyx with plain elliptical bezel. Diam. 1-12 in. Partially damaged. Dh. äó»15äóî1,375; mon. court A; 10 ft. below surface. Cf. pp. 278, 294 supra. (Pl. 209, f.) The earliest of the shell ¥åÅnger-rings is no. 66, which dates from the third or early second century B.C., and is provided with an oval bezel. The other specimens are probably of the early medieval period.",209-f,Dh,,1915,31
,,,,,,,,,,,
64,,,, VII. Shell ¥åÅnger-rings (nos. 62äóî6),,"64. Similar, with gadrooned surface. Diam. 0087 in. Dh. äó»17äóî1,050; spoil earth. Cf. p. 294 supra. (Pl. 209, d.)",209-d,Dh,,1917,31
,,,,,,,,,,,
65,,,, VII. Shell ¥åÅnger-rings (nos. 62äóî6),,"65. Similar to preceding. Diam. 0-81 in. Dh. äó»16äóî343; mon. court A; 3 ft. below surface. Cf. pp. 278, 294 supra. (Pl. 209, e.)",209-e,Dh,,1916,31
,,,,,,,,,,,
69,,,, VIII. Glass ¥åÅnger-rings (nos. 67äóî9),,"69. Fragment of ¥åÅnger-ring of dark blue and green opaque glass. Diam. 0-75 in. Dh. äó»16äóî 254; mon. court A; 3 ft. below surface. Cf. pp. 278, 294 supra. ¥åÅnger-rings (nos. 70äóî5) Like the rings themselves which have stones or pastes inset in their bezels, these have been found only on the Sirkap and later sites. Fourteen date from the ¥åÅrst century A.D. (Parthian); the remaining one from the ¥åÅfth century.",,Dh,,1916,31
,,,,,,,,,,,
53,,,," VIII. Handles of mirrors, fan, combs and other articles (nos. 43äóî59)",,"53. Similar to preceding, With double torus moulding and without cross-hatching. Remains of iron ¥åÅtting at top. Length 243 in. Dh. äó»16äóî752; mon. court A; 14 ft. 6 in. below surface. Cf. pp. 278, 294 supra. (Pl. 199, no. 53.)",199-53,Dh,,1916,32
,,,,,,,,,,,
66,,,, X. Handles of knives and other articles (nos. 61äóî6),,"66. Bone handle with leaf-shape terminal, slightly convex on both sides. Length 3' 56 in. For copper handles with leaf-shape terminals, of. äóÖCopper and Bronzeäó», no. 310; Dh. äó»13äóî 1,725; 3 ft. below surface. Cf. p. 294 supra. (P1. 200, 1.) There are only two specimens of spoons made of bone, one from the Greek stratum, the other from the late Saka-Parthian stratum, in Sirkap.",200-1,Dh,,1913,32
,,,,,,,,,,,
19,,,, II. Bangles (nos. 1641),,"19. Similar to preceding, with projecting ¥å‰ange on either edge of outer face. Length 212 in. For this type of ¥å‰anged bangle in metal, cf. nos. 7äóî9 in äóÖCopper and Bronzeäó», ch. 28. The depression between the ¥å‰anges may have been intended for enamel. Dh. äó»16äóî361; G8; I ft. below surface. Cf. p. 294 supra. (Pl. 201, no. 8.)",201-8,Dh,,1916,33
,,,,,,,,,,,
23,,,, II. Bangles (nos. 1641),,"23. Similar, with ¥åÅle-edged outer rim and diamond pattern incised. Length 231 in. Dh. äó»16äóî726; mon. court A; 16 ft. below surface. Cf. p. 278 supra. (Pl. 201, no. 10.)",201-10,Dh,,1916,33
,,,,,,,,,,,
24,,,, II. Bangles (nos. 1641),,"24. Similar. Length 187 in. Dh. äó»13äóî1,606; ](west); 2 ft. below surface. Cf. p. 294. supra. (Pl. 201, no. 11.)",201-11,Dh,,1913,33
,,,,,,,,,,,
26,,,, II. Bangles (nos. 1641),,"26. Three fragments of shell bangle with chequered pattern incised. Length 1-5äóî2-37 in. Dh. äó»15äóî-1,402; mon. court A; 10 ft. below surface. Cf. p. 278 supra. (Pl. 201, no. 13.) Type c. Decorated with designs in relief.",201-13,Dh,,1915,33
,,,,,,,,,,,
29,,,T2, II. Bangles (nos. 1641),,"29. Similar, but bolder modelling. Diam. 2-5 in. Dh. äó»16äóî72; T2; 3 ft. below surface. Cf. p. 247 supra. (Pl. 201, no. 12.)",201-12,Dh,,1916,33
,,,,,,,,,,,
31,,,, II. Bangles (nos. 1641),,"31. Four fragments of shell bangle, one with conch shell in relief. Length 175äóî262 in. Dh. äó»15äóî1,557; mon. court A; 8 ft. below surface. Cf. p. 278 supra. (P1. 201, no. 9.)",201-9,Dh,,1915,33
,,,,,,,,,,,
32,,,, II. Bangles (nos. 1641),,"32. Fragment of shell bangle with crude wave pattern in relief. Length 212 in. Dh. äó»15äóî 1,263; mon. court A; 4 ft. below surface. Cf. p. 278 supra. (Pl. 201, no. 14.)",201-14,Dh,,1915,33
,,,,,,,,,,,
33,,,, II. Bangles (nos. 1641),,"33. Similar, with beading between borders. Length 2' 5 in. Dh. äó»12äóî49; H; 7 ft. 10 in. below surface. Cf. p. 294 supra. (P1. 201, no. 15.)",201-15,Dh,,1912,33
,,,,,,,,,,,
36,,,T2, II. Bangles (nos. 1641),,"36. Similar, with repeat of conventionalised bird carved in low relief. Diam. 2- 5 in. Dh. äó»16äóî72; T2; 3 ft. below surface. Cf. p. 247 supra. (Pl. 201, no. 19.)",201-19,Dh,,1916,33
,,,,,,,,,,,
37,,,, II. Bangles (nos. 1641),,"37. Similar. Length 187 in. Dh. äó»16äóî198; 01; 2ft. below surface. Cf. p. 294 supra. (Pl. 201, no. 20.)",201-20,Dh,,1916,33
,,,,,,,,,,,
45,,,, III. Miscellaneous objects (nos. 42äóî50),,"45. Similar, With four small circles alternating with äóÖdot and commaäó» rosettes. Partly broken. Diam. 23 in. Dh. äó»3 1äóî17; mon. court A. Cf. p. 278 supra. (Pl. 203, x.)",203-x,Dh,,,33
,,,,,,,,,,,
6,,,,,,"6. Standing male ¥åÅgure in the round of grey Taraki sandstone.I Height I6 in. Wears dhotzäóÖ, shawl, bracelets and necklace( P). The right hand is raised in front of the breast with the ¥åÅngers in what is known as the chin-mudra or jnd¥åÅaäóîmudrd, denoting meditation, knowledge and purity. The left hand rests on the hip. The head and feet are missing. Although the ¥åÅgure is ostensibly in the round, the front is ¥å‰attened as in a relief and the back is not modelled. As the sculpture was found at the Dharmarajika St¥åÅpa, there can be no doubt that it is Buddhist, and we may surmise that it represents the Bodhisattva at a period when his types had not yet been ¥åÅxed. Like nos. 7 and I 5, it is the work of a local sculptor of Taxila. Date, early part of the ¥åÅrst century A.D. or perhaps the latter part of the preceding century. See p. 694 supra. Dh. äó»12~277; north-east ofMain St¥åÅpa; 3 ft. 6 in. below surface. Cf. A.S.R. (1912), P1. VII, d. (P1. 212, no. 6.) äóÖ This sandstone is impregnated with calcium carbonate. MT 89 702 STONE SCULPTURES [CH. 36",212-6,Dh,,1912,36
,,,,,,,,,,,
15,,,,,,"I 5. Makara head in relief of Taraki sandstone, possibly from a pediment. Height 11-5 in. Two sides are slightly curved and the back has been scooped into a bowl. Like nos. 6 and 7, local Taxilan work. Probable date, between 50 B.C. and AD. 50. Dh. äó»15äóî1,o71. From out- lying debris.",,Dh,,1915,36
,,,,,,,,,,,
16,,,,,,"16. Volute bracket of quartz schist in the form of a winged female ¥åÅgure springing at the hips from an acanthus leaf base. Length 13-5 in. The ¥åÅgure wears a closeäóî¥åÅtting, long-sleeved garment, large circular ear-ornaments, bracelet, ornamented torque and long ¥å‰exible necklace falling between the breasts. The hands hold in front of the body an offering, seemingly of fruit. Anarrow taenia across the forehead allows a ¥å‰at schematic dressing of the hair on the brow, but above this the elaborately treated hair falls backward to the shoulders. There is a circular ornament in the centre of the hair above the ¥åÅllet. The style is early Gandharan but not so early as the brackets from Sirkap. Probable date, second half of ¥åÅrst century AD. Cf. no. 11 supra. This bracket and no. 17 infra, as well as two others of similar style and of the same stone, are probably from the same structure. Dh. äó»17äóî97; mon. court A; 3 ft. 6 in. below surface. Cf. p. 278 supra; A.S.R. (1917), P1. IV, 1). (Pl. 213, no. 16.)",213-16,Dh,,1917,36
